date_key,full_date,day_of_week,month_name,quarter,is_weekend
1887093,2024-12-16 16:56:12,Wednesday,February,Q1,True
788563,2024-09-11 11:57:18,Thursday,May,Q1,False
1604509,2025-09-29 09:15:08,Saturday,June,Q2,True
1142506,2025-05-11 16:03:54,Sunday,February,Q2,False
819948,2024-05-02 15:35:31,Wednesday,March,Q4,True
1754722,2024-12-26 10:48:04,Thursday,December,Q2,False
302438,2024-11-15 11:07:22,Thursday,March,Q2,True
642473,2024-06-25 12:07:12,Thursday,December,Q1,True
1123581,2025-10-31 14:59:10,Tuesday,March,Q2,True
202147,2024-07-11 11:43:24,Saturday,November,Q4,True
946858,2025-01-15 17:19:37,Saturday,November,Q1,True
497047,2024-12-26 17:23:04,Wednesday,March,Q2,False
1941017,2025-03-01 11:27:37,Saturday,February,Q3,False
391737,2024-03-28 16:31:37,Wednesday,December,Q1,False
861116,2024-11-25 10:09:35,Wednesday,October,Q2,False
1834457,2024-01-12 11:00:45,Saturday,March,Q2,False
170420,2025-12-05 12:25:01,Tuesday,March,Q1,True
343512,2025-07-31 21:22:58,Thursday,June,Q2,False
1027057,2025-05-01 07:50:50,Thursday,November,Q2,True
1422043,2024-12-29 19:33:40,Sunday,November,Q4,False
211521,2025-09-11 16:56:24,Wednesday,August,Q1,False
70450,2024-02-23 15:44:44,Thursday,December,Q2,False
1543589,2024-08-06 09:43:29,Monday,August,Q2,True
700534,2024-08-12 11:28:27,Thursday,August,Q1,False
1357088,2024-08-29 10:41:16,Monday,October,Q4,False
1581236,2024-01-30 00:27:44,Thursday,January,Q3,False
643532,2025-06-22 12:10:43,Saturday,August,Q4,False
1653821,2025-02-02 10:26:17,Thursday,October,Q3,True
1139281,2025-10-07 05:05:13,Saturday,May,Q2,False
111064,2025-01-13 12:11:17,Thursday,February,Q1,False
327493,2025-12-19 20:22:58,Thursday,November,Q3,False
727383,2025-03-31 20:12:38,Sunday,October,Q2,True
1763467,2025-04-23 10:20:03,Sunday,December,Q2,True
666946,2024-02-10 16:32:44,Wednesday,August,Q1,False
1659140,2025-09-15 22:18:51,Saturday,August,Q1,False
80732,2024-12-26 09:19:23,Thursday,September,Q2,True
882319,2025-08-27 12:19:09,Saturday,December,Q1,False
1410632,2024-08-06 11:17:35,Friday,November,Q4,True
1736757,2024-10-31 09:48:19,Saturday,March,Q3,False
735185,2024-03-29 19:34:40,Monday,October,Q4,False
275589,2025-07-07 15:46:56,Saturday,September,Q3,True
1864233,2024-07-23 17:54:27,Thursday,August,Q3,True
1252070,2024-03-24 07:26:30,Thursday,June,Q1,False
1256770,2024-06-21 11:46:51,Saturday,February,Q1,True
687224,2025-08-08 18:01:07,Saturday,March,Q3,False
1614438,2024-01-28 13:51:27,Saturday,April,Q2,False
1633816,2024-10-21 16:19:28,Wednesday,April,Q1,True
224086,2025-09-06 08:53:43,Sunday,November,Q2,True
403359,2024-09-28 10:00:08,Thursday,September,Q2,True
1304196,2025-12-05 08:44:56,Friday,March,Q3,False
288332,2024-09-28 13:19:41,Tuesday,May,Q2,True
1819148,2024-09-21 15:17:39,Sunday,August,Q2,False
441993,2025-05-02 11:38:54,Wednesday,April,Q1,True
1923395,2024-03-06 11:18:07,Friday,April,Q4,True
1445112,2025-07-01 08:09:43,Thursday,November,Q3,False
218130,2025-03-14 10:54:17,Sunday,May,Q3,False
661887,2024-04-03 18:50:59,Thursday,October,Q2,True
744757,2024-02-17 08:09:18,Sunday,August,Q4,False
177873,2024-06-03 18:51:04,Thursday,August,Q1,False
651949,2024-09-02 10:25:48,Monday,October,Q3,True
1217285,2025-01-25 14:08:57,Thursday,May,Q2,False
1483769,2024-07-01 10:33:03,Tuesday,October,Q2,False
1158572,2025-06-24 14:48:21,Thursday,April,Q2,False
304873,2024-08-20 16:59:58,Sunday,March,Q3,False
1716126,2025-02-02 13:18:20,Wednesday,February,Q1,True
1481493,2025-01-26 10:56:47,Sunday,February,Q4,True
525017,2024-07-25 20:39:52,Friday,November,Q3,True
1432572,2024-07-07 17:09:00,Thursday,September,Q3,False
1550552,2024-02-20 09:45:08,Thursday,August,Q4,True
427358,2025-03-19 10:24:39,Friday,March,Q2,True
127446,2024-03-15 09:30:57,Tuesday,October,Q2,True
1343033,2024-03-31 08:08:49,Wednesday,September,Q4,True
374176,2024-03-10 14:58:31,Tuesday,March,Q3,True
896422,2024-08-22 18:30:00,Thursday,March,Q3,False
1913819,2025-05-16 10:01:20,Thursday,August,Q1,True
1377391,2025-04-11 13:45:42,Friday,March,Q2,False
1420039,2025-08-14 17:39:36,Monday,August,Q2,True
1792956,2025-06-25 13:54:38,Wednesday,May,Q3,False
1087704,2024-07-23 07:15:47,Sunday,August,Q3,True
1499364,2025-12-04 09:27:53,Monday,June,Q1,False
1291008,2025-12-11 14:42:31,Wednesday,February,Q1,True
1796478,2025-12-15 16:25:13,Wednesday,January,Q4,True
1483821,2025-09-22 07:08:12,Sunday,March,Q4,False
1493253,2024-03-25 09:14:00,Thursday,January,Q2,True
854939,2025-07-29 16:45:34,Friday,January,Q4,True
808819,2024-12-21 11:24:44,Sunday,February,Q4,True
9711,2024-08-05 10:34:47,Saturday,March,Q3,True
1134963,2025-04-10 16:28:55,Sunday,March,Q2,True
632848,2024-10-03 10:41:24,Sunday,February,Q1,True
1767690,2025-03-11 14:15:22,Saturday,September,Q1,True
1531842,2025-01-01 20:48:58,Monday,June,Q3,False
1380357,2024-08-27 17:10:11,Friday,March,Q1,False
1951221,2025-08-11 12:25:52,Sunday,September,Q3,True
831831,2024-07-24 20:21:37,Thursday,October,Q2,True
1660474,2025-07-27 16:38:09,Saturday,November,Q2,False
530007,2024-09-14 12:15:48,Thursday,April,Q3,False
1364120,2025-10-30 19:59:37,Monday,March,Q3,False
284185,2024-01-02 02:11:13,Saturday,October,Q4,False
1682026,2025-01-05 10:49:47,Saturday,October,Q4,True
1099548,2024-10-29 21:35:12,Sunday,March,Q2,True
1697923,2025-10-16 13:01:49,Tuesday,March,Q1,False
1251590,2024-03-10 14:01:24,Saturday,January,Q3,False
1340846,2025-08-13 13:24:02,Monday,July,Q4,False
230868,2024-12-22 15:14:49,Wednesday,October,Q3,False
166024,2025-03-28 10:07:33,Thursday,April,Q2,True
725737,2024-05-29 10:00:14,Wednesday,November,Q2,False
571985,2024-06-21 10:18:17,Sunday,March,Q2,True
94487,2024-03-22 14:13:49,Monday,March,Q3,False
386309,2025-09-27 16:20:13,Friday,March,Q3,False
1357982,2025-08-02 14:49:05,Sunday,July,Q3,True
107834,2024-12-01 21:51:17,Thursday,January,Q4,True
488452,2024-08-27 10:43:41,Tuesday,November,Q4,False
1178061,2024-08-16 01:52:25,Thursday,February,Q4,False
358973,2024-06-07 07:07:12,Thursday,February,Q4,True
629437,2025-04-02 05:52:59,Sunday,March,Q2,True
1552087,2025-08-13 08:59:00,Wednesday,July,Q4,True
616417,2025-12-15 10:20:07,Sunday,November,Q1,False
1291953,2025-12-21 17:16:54,Friday,September,Q4,False
344664,2024-05-04 09:03:49,Sunday,June,Q3,True
105799,2024-06-02 13:46:44,Saturday,August,Q3,False
1792953,2025-05-28 20:26:04,Saturday,March,Q3,False
1927054,2024-04-05 16:48:08,Wednesday,July,Q3,False
1956527,2025-11-01 13:40:51,Friday,March,Q2,True
1642207,2025-09-10 16:33:48,Saturday,July,Q1,False
1609280,2024-04-21 14:22:35,Tuesday,August,Q2,False
673228,2024-08-25 12:40:13,Saturday,March,Q2,False
59643,2024-01-01 09:18:24,Monday,March,Q4,False
264195,2025-06-03 09:24:37,Thursday,May,Q1,True
1628885,2024-12-14 23:19:25,Friday,September,Q4,False
1205811,2025-10-16 12:37:44,Thursday,May,Q1,False
1642993,2025-01-03 10:01:28,Thursday,October,Q2,True
1153904,2025-10-16 14:37:46,Friday,February,Q4,False
642116,2025-03-21 17:18:14,Saturday,May,Q4,False
1947152,2024-02-16 18:04:29,Thursday,March,Q2,False
288966,2025-02-19 07:27:38,Friday,July,Q2,False
672456,2025-12-01 07:35:38,Monday,November,Q3,True
1501510,2024-09-22 13:35:18,Sunday,December,Q3,True
49,2024-09-26 09:46:07,Sunday,December,Q4,False
743683,2025-06-12 07:19:00,Wednesday,November,Q2,True
586368,2024-02-01 11:57:09,Wednesday,May,Q4,True
413182,2024-04-04 05:19:13,Thursday,April,Q3,True
993622,2025-01-13 08:15:55,Sunday,October,Q1,False
132013,2025-02-13 21:29:08,Sunday,November,Q1,True
1826580,2024-06-25 15:57:12,Monday,November,Q4,False
130239,2024-08-20 20:50:59,Tuesday,August,Q2,True
325618,2025-08-21 18:17:26,Tuesday,September,Q2,False
4445,2025-08-02 15:07:30,Saturday,June,Q3,True
496385,2024-05-07 08:09:42,Friday,October,Q2,True
994261,2025-11-20 10:04:04,Friday,May,Q1,True
1163822,2024-11-06 09:32:50,Thursday,October,Q4,True
1624713,2024-03-31 16:07:01,Thursday,November,Q2,False
787792,2025-01-02 15:14:58,Thursday,November,Q3,True
1480696,2025-12-05 11:17:44,Tuesday,February,Q1,True
1154970,2024-12-25 22:54:21,Thursday,November,Q1,False
1751694,2025-07-30 15:36:49,Friday,October,Q3,True
245370,2024-03-27 18:51:34,Tuesday,May,Q4,True
1491729,2025-03-07 16:39:34,Saturday,November,Q2,True
1072674,2024-10-29 08:21:58,Thursday,December,Q3,True
67269,2024-03-07 10:57:02,Sunday,March,Q3,False
238257,2024-10-05 16:17:31,Saturday,February,Q3,True
1948840,2024-11-16 14:03:06,Friday,October,Q3,False
1770508,2025-08-16 05:14:41,Tuesday,December,Q3,True
1727559,2025-10-29 09:52:42,Saturday,August,Q2,False
121860,2025-07-01 14:54:53,Thursday,March,Q3,False
542761,2024-11-13 16:03:30,Thursday,January,Q2,True
549706,2025-08-08 09:52:10,Saturday,January,Q3,True
407849,2025-02-20 07:33:39,Saturday,April,Q2,True
1819711,2024-12-10 09:18:55,Tuesday,July,Q3,True
695940,2024-03-26 08:26:39,Sunday,March,Q2,True
1714101,2024-10-15 07:27:54,Friday,March,Q2,False
1597236,2024-01-20 12:44:30,Friday,August,Q4,False
1302782,2025-08-03 08:35:33,Thursday,October,Q3,True
330504,2024-09-21 23:56:37,Thursday,July,Q2,True
1910645,2025-03-22 12:42:34,Thursday,February,Q4,False
186595,2025-11-29 20:47:42,Tuesday,June,Q2,True
1980588,2024-08-20 06:40:53,Sunday,January,Q3,True
951053,2025-05-21 14:08:37,Friday,May,Q4,False
1118358,2025-02-25 14:48:06,Tuesday,March,Q2,True
106087,2024-07-18 14:57:26,Wednesday,October,Q3,False
1534534,2024-02-02 11:50:42,Wednesday,November,Q3,True
740074,2024-12-29 17:12:17,Thursday,July,Q2,False
113950,2025-03-04 07:47:58,Sunday,December,Q1,True
1814386,2025-10-14 17:20:37,Sunday,August,Q4,False
955880,2024-06-21 10:42:17,Saturday,March,Q1,False
805425,2024-02-04 11:41:11,Monday,November,Q3,False
305437,2025-05-15 10:16:59,Friday,May,Q2,True
1238347,2024-03-28 17:02:04,Sunday,March,Q2,False
379210,2024-03-15 11:29:07,Wednesday,October,Q2,True
492187,2024-01-14 10:37:38,Wednesday,June,Q1,False
130450,2025-11-19 19:37:01,Monday,July,Q3,True
1947178,2024-03-16 17:39:54,Friday,October,Q1,False
1035646,2025-07-29 16:25:46,Wednesday,October,Q3,True
936943,2025-08-13 07:26:54,Monday,April,Q2,False
1773801,2024-12-10 18:48:21,Wednesday,March,Q3,False
1374028,2025-07-01 17:03:29,Sunday,March,Q2,True
1132432,2024-09-08 15:31:09,Wednesday,February,Q4,False
449635,2025-11-20 11:14:29,Thursday,March,Q3,False
535821,2025-01-29 02:47:48,Thursday,August,Q1,True
1679083,2025-10-16 21:09:57,Sunday,August,Q3,True
157200,2025-02-05 12:35:38,Sunday,February,Q2,False
355788,2025-01-12 08:57:17,Wednesday,May,Q2,True
1537811,2024-05-16 16:56:32,Saturday,May,Q2,False
881018,2025-08-21 11:06:12,Thursday,August,Q2,True
1710063,2024-07-03 20:00:31,Thursday,October,Q2,True
108350,2024-12-27 06:52:32,Saturday,November,Q2,True
969448,2025-10-19 11:42:43,Wednesday,May,Q4,False
925657,2024-06-12 13:07:19,Saturday,July,Q4,True
998412,2025-03-03 11:49:22,Sunday,November,Q2,False
307227,2024-07-13 09:01:01,Monday,September,Q3,True
1653037,2024-02-11 02:25:24,Thursday,May,Q1,True
1250310,2024-04-12 16:30:01,Thursday,December,Q2,False
1708595,2024-07-24 14:05:13,Sunday,December,Q4,True
1959837,2025-12-23 16:52:28,Monday,March,Q4,True
730429,2024-02-22 19:48:32,Thursday,January,Q2,False
1753676,2024-11-25 07:59:24,Tuesday,July,Q1,False
1548443,2025-05-11 15:51:41,Monday,June,Q4,False
1916851,2024-02-09 19:32:18,Thursday,April,Q3,False
846031,2025-09-05 09:12:30,Wednesday,August,Q4,True
1804141,2025-10-25 16:48:36,Monday,December,Q1,True
1247396,2024-08-16 22:31:05,Thursday,April,Q1,True
270364,2024-12-02 15:41:51,Sunday,April,Q4,False
1328491,2024-02-03 03:33:32,Thursday,June,Q4,False
1612076,2025-11-22 13:24:16,Friday,November,Q3,False
976626,2025-04-05 22:17:48,Tuesday,November,Q2,False
160104,2024-12-06 19:39:27,Sunday,July,Q2,True
1220283,2025-09-13 08:35:56,Wednesday,August,Q1,False
1988768,2024-11-24 15:58:15,Saturday,February,Q4,True
769874,2024-08-31 09:38:38,Friday,September,Q1,False
731802,2025-08-21 12:53:36,Friday,June,Q4,True
1099629,2025-03-31 09:38:48,Thursday,March,Q4,False
1005135,2025-10-24 15:49:15,Sunday,April,Q4,False
1369813,2025-04-04 16:39:35,Tuesday,January,Q2,True
777559,2024-07-05 08:21:35,Wednesday,April,Q1,True
1237756,2024-03-14 10:05:23,Sunday,February,Q3,False
1578952,2024-10-27 13:56:53,Friday,November,Q3,False
480879,2024-03-31 16:26:21,Monday,February,Q3,False
804890,2024-12-06 14:27:22,Saturday,March,Q3,True
70716,2025-09-05 15:57:03,Tuesday,August,Q4,False
1386330,2024-04-13 11:31:29,Friday,January,Q4,True
1461938,2024-05-29 21:43:54,Thursday,May,Q2,False
1029314,2025-01-20 16:02:12,Friday,March,Q3,True
641209,2025-08-05 07:59:04,Saturday,November,Q1,False
894630,2024-04-16 16:43:05,Sunday,June,Q1,True
373496,2025-11-13 11:45:19,Saturday,October,Q3,True
1560947,2025-07-01 10:20:47,Monday,November,Q1,True
1359561,2025-08-09 09:36:48,Thursday,September,Q1,True
866321,2024-01-11 15:37:23,Saturday,May,Q4,True
1572069,2024-09-19 10:34:14,Saturday,August,Q2,True
435174,2024-06-14 13:03:46,Sunday,May,Q2,True
1685315,2025-05-23 08:42:59,Thursday,January,Q4,False
1347608,2025-03-02 19:38:37,Monday,October,Q4,True
1822822,2024-07-18 10:22:21,Saturday,January,Q2,True
1199331,2024-07-12 11:01:02,Thursday,November,Q2,True
413052,2025-05-02 11:10:23,Thursday,August,Q4,True
1529634,2025-09-16 14:21:31,Friday,January,Q2,False
1074026,2024-09-17 15:10:45,Thursday,April,Q4,True
260608,2025-04-22 19:09:37,Monday,June,Q3,False
996755,2024-04-18 10:28:08,Wednesday,December,Q3,False
