sale_id,date_key,product_key,customer_key,store_key,sold_at,quantity,unit_price,discount_pct,revenue,category
53336,439042,1544811,1465471,1154336,2024-12-31 23:59:58.194836185,1,93.0,0.35,57.25,Home
1751990,1819711,1262802,1250490,1941627,2024-12-12 03:13:31.264474753,1,112.49,0.35,45.2,Electronics
908966,305437,674064,1900592,1199261,2024-12-31 23:59:58.395774894,2,89.0,0.35,54.28,Electronics
165235,727383,1510799,1661129,367321,2024-12-31 23:59:58.553469092,1,23.49,0.35,201.87,Apparel
1787011,8914,1172481,725774,1058090,2024-12-31 23:59:58.401187376,1,75.95,0.35,97.68,Apparel
1716789,413182,59573,67909,1708860,2024-12-09 13:24:24.422247921,3,900.0,0.35,100.29,Apparel
984148,1697923,1140740,1092808,1438063,2024-12-31 23:59:58.888478613,4,7.0,0.35,86.75,Grocery
59220,712223,879712,1605067,148029,2024-12-09 13:28:53.683475904,1,51.95,0.35,31.92,Home
419368,1864233,1187377,1073430,367321,2024-12-09 13:29:23.614083915,1,445.95,0.35,100.6,Apparel
1216088,1643352,1013467,1160538,270057,2024-12-09 13:31:06.221829279,1,17.99,0.35,22.61,Electronics
1916801,672456,476489,312454,1101857,2024-12-31 23:59:58.412267486,1,36.99,0.35,62.3,Apparel
855982,896422,1199323,1938030,172884,2024-12-09 13:36:22.915344032,8,71.99,0.35,105.63,Apparel
1761179,121263,1149795,1288435,1490265,2024-12-31 23:59:58.357658016,1,12.99,0.35,97.91,Electronics
1730365,963666,768150,1922785,1154336,2024-12-31 23:59:58.922980437,1,193.64,0.35,30.93,Home
253534,711463,1847258,1514107,1708860,2024-12-09 13:39:56.067107118,3,41.99,0.35,18.65,Electronics
1180108,672456,648278,1301860,367321,2024-12-31 23:59:58.044826954,1,32.49,0.35,69.51,Apparel
1582218,330504,1066742,574034,517079,2024-12-09 13:43:25.195882933,1,415.0,0.35,37.86,Grocery
861750,662335,1817693,609562,994493,2024-12-31 23:59:58.909743047,1,61.99,0.35,94.47,Electronics
223326,1357098,555423,468433,810646,2024-12-31 23:59:58.250406443,1,5.0,0.35,73.98,Home
898619,945005,1526704,1031374,97416,2024-12-09 13:51:45.772533320,1,91.36,0.35,88.46,Electronics
1354186,1285001,409967,895391,1438063,2024-12-09 13:55:29.663499872,4,23.99,0.35,52.24,Apparel
202026,30208,1538188,1239419,1593782,2024-12-31 23:59:58.354053157,1,34.99,0.35,54.22,Electronics
1925045,1271255,1538188,495681,97416,2024-12-09 14:02:07.009498107,1,201.95,0.35,52.79,Electronics
1200198,1979479,17620,991971,1936047,2024-12-09 14:03:53.725375155,8,47.99,0.35,34.82,Apparel
1081234,1877880,268062,1190468,1771932,2024-12-31 23:59:58.204293948,1,85.02,0.35,24.43,Grocery
1183016,1313359,1151520,1694440,940944,2024-12-31 23:59:58.600258134,1,60.0,0.35,39.78,Apparel
527070,827111,325307,1659311,1620827,2024-12-09 14:17:23.539616236,5,21.95,0.35,27.82,Apparel
1323308,1569286,843478,1553528,1771932,2024-12-09 14:18:36.564233549,2,33.57,0.35,42.09,Home
1681361,1667420,621476,1405984,1199261,2024-12-09 14:20:18.189391480,6,123.0,0.35,50.24,Electronics
976892,1115570,90921,331743,403604,2024-12-31 23:59:58.066665364,1,103.99,0.35,11.56,Home
385890,856898,1934854,1913803,517079,2024-12-09 14:25:50.863506032,8,43.99,0.35,53.01,Electronics
941106,1923395,1136163,927033,350593,2024-12-09 14:27:12.227718077,2,23.99,0.35,60.0,Electronics
1250621,720554,1698636,1140388,1936047,2024-12-09 14:32:00.961960866,1,20.99,0.35,3.49,Home
1566067,1751524,366611,1912738,1708860,2024-12-09 14:32:05.002738611,3,9.99,0.35,49.73,Electronics
688804,1350229,744552,1838080,1199261,2024-12-09 14:36:55.164076492,1,11.99,0.35,29.3,Grocery
1438704,1669834,290033,1627010,148029,2024-12-31 23:59:58.027930998,8,179.99,0.35,64.59,Electronics
989858,1027057,849107,199531,1674329,2024-12-31 23:59:58.578631008,1,58.95,0.35,85.28,Electronics
1618257,1904323,1191256,1130541,1285520,2024-12-19 05:24:28.703289826,2,19.0,0.35,20.53,Electronics
637731,1609280,456987,346767,350593,2024-12-09 14:45:25.937102567,1,11.0,0.35,100.68,Electronics
1510733,1935904,451506,404217,481685,2024-12-31 23:59:58.691809237,1,20.99,0.35,148.08,Grocery
46557,1508852,1172481,396794,940944,2024-12-09 14:46:42.652453575,1,5.0,0.35,27.29,Grocery
1141035,1199331,1334322,1198298,940944,2024-12-09 14:47:36.649021657,2,75.69,0.35,51.22,Electronics
1347667,121263,1748858,970057,1593782,2024-12-31 23:59:58.708545803,1,48.42,0.35,81.53,Electronics
1763333,619708,1847258,1681213,126408,2024-12-31 23:59:58.666519142,3,77.99,0.35,35.91,Grocery
84446,1491729,1745132,56196,1941627,2024-12-31 23:59:58.928474548,1,51.0,0.35,16.25,Apparel
1855302,1966082,7620,1345461,270057,2024-12-13 17:40:15.963060017,1,16.99,0.35,48.45,Home
1353867,1217285,413740,866033,1708860,2024-12-31 23:59:58.209167049,1,12.86,0.35,12.62,Apparel
872155,819948,1539785,1855803,1199261,2024-12-09 14:54:36.183042192,3,5.0,0.35,25.54,Home
736391,1348198,1714471,30047,517079,2024-12-31 23:59:58.847639892,1,33.0,0.35,6.97,Apparel
982161,413052,1749621,1913822,126408,2024-12-31 23:59:58.693677080,8,70.99,0.35,59.2,Home
1894146,1437531,1334314,1615070,403604,2024-12-09 15:00:50.660163004,8,10.99,0.35,40.08,Apparel
197279,1144588,64040,1408034,1285520,2024-12-31 23:59:58.075273878,7,24.99,0.35,12.31,Electronics
1606582,1569286,263064,119655,1285520,2024-12-09 15:08:27.101384418,1,486.99,0.35,13.06,Grocery
1515332,1220595,1716283,581220,367321,2024-12-09 15:12:13.398781358,1,133.99,0.35,14.95,Electronics
1050830,88986,226987,1117429,994493,2024-12-31 23:59:58.617224902,2,49.49,0.35,84.17,Apparel
662029,854939,542022,366932,148029,2024-12-31 23:59:58.758040512,1,20.84,0.35,3.52,Apparel
224961,103182,806122,685575,376185,2024-12-09 15:16:05.133846211,1,5.0,0.35,76.24,Grocery
1263384,725737,1056914,587143,350593,2024-12-09 15:17:21.522135278,1,7.73,0.35,19.46,Electronics
1891781,1291792,85176,9758,172884,2024-12-09 15:22:27.339903666,1,22.95,0.35,21.22,Home
1320435,1549214,610475,53403,905509,2024-12-09 15:22:36.346337149,1,45.0,0.35,21.62,Home
1933469,1727559,770439,199313,740545,2024-12-31 23:59:58.033915944,4,62.95,0.35,56.66,Electronics
210691,66265,1622267,1781621,1058090,2024-12-09 15:25:06.707317847,1,12.91,0.35,29.37,Grocery
1085584,251253,476489,329590,350593,2024-12-31 23:59:58.742053309,2,23.99,0.35,44.56,Electronics
1347586,1010979,241741,1182521,994493,2024-12-09 15:30:09.195801004,2,30.99,0.35,11.1,Apparel
1781818,1552087,813743,251534,1154336,2024-12-31 23:59:58.779442517,1,82.49,0.35,9.1,Apparel
1225757,60872,1290077,196076,403604,2024-12-09 15:31:56.194049454,1,181.0,0.35,32.53,Home
441529,1019258,1271803,1596917,994493,2024-12-09 15:32:48.692398576,8,75.99,0.35,28.99,Apparel
606349,1119328,1497432,582134,1902535,2024-12-09 15:33:05.111289658,1,33.0,0.35,51.13,Grocery
1480060,448020,1149795,1651984,172884,2024-12-31 23:59:58.285630760,1,19.0,0.35,16.56,Electronics
766389,1369813,1945366,847618,1620827,2024-12-31 23:59:58.126410941,4,13.45,0.35,28.81,Home
378616,1379623,565959,1668226,1941627,2024-12-09 15:39:08.246208693,8,71.0,0.35,45.95,Apparel
1791746,221224,1872553,1300843,1006546,2024-12-31 23:59:58.044197724,5,22.99,0.35,67.26,Apparel
1331485,1792956,1663823,1290278,73851,2024-12-31 23:59:58.775154093,1,5.99,0.35,31.18,Grocery
882135,361463,1129455,1638686,376185,2024-12-31 23:59:58.341035169,3,5.0,0.35,95.05,Grocery
240118,1956576,133626,94235,866773,2024-12-31 23:59:58.834191528,3,75.99,0.35,38.5,Electronics
1912083,1508852,1235087,673641,376185,2024-12-09 15:54:01.499944111,2,10.76,0.35,24.16,Electronics
1407453,1751694,528381,948523,403604,2024-12-31 23:59:58.752651071,8,39.99,0.35,112.36,Electronics
662934,488452,614341,591759,1006546,2024-12-09 16:05:03.215583737,1,52.99,0.35,22.61,Electronics
1206168,153144,1203022,1195006,1941627,2024-12-09 16:09:37.274254638,1,73.57,0.35,82.5,Electronics
1825209,666946,1408470,1688786,1771932,2024-12-09 16:09:48.845043486,5,58.99,0.35,23.15,Home
1724286,11935,1147594,1759478,126408,2024-12-09 16:10:15.371427467,1,44.0,0.35,25.66,Electronics
655055,421973,1422563,85141,350593,2024-12-09 16:14:17.106323967,1,16.99,0.35,72.24,Apparel
1953742,535821,199280,1610002,940944,2024-12-31 23:59:58.683240647,1,29.0,0.35,13.83,Grocery
1921236,1717870,503142,609562,740545,2024-12-09 16:18:47.014131399,1,112.99,0.35,33.53,Electronics
1324680,1822853,1829600,936097,461762,2024-12-31 23:59:58.852882292,1,33.82,0.35,38.52,Electronics
1098229,1483769,153567,488574,172884,2024-12-09 16:29:14.753614315,2,5.0,0.35,61.6,Grocery
1211704,410382,796313,1208856,517079,2024-12-31 23:59:58.005375410,5,71.95,0.35,81.24,Apparel
851870,530007,1422563,1677117,1771932,2024-12-09 16:35:35.578426085,1,28.0,0.35,36.0,Grocery
1860905,619602,454603,444571,1199261,2024-12-31 23:59:58.825625790,1,24.0,0.35,53.94,Electronics
344778,21861,654928,66676,1101857,2024-12-09 16:38:21.384196840,1,19.99,0.35,60.23,Electronics
685921,1701482,638760,1518987,810646,2024-12-09 16:38:59.615859653,1,9.99,0.35,24.46,Home
1758861,1740311,1721364,936097,1620827,2024-12-09 16:39:24.237388770,5,49.0,0.35,80.06,Home
958252,672456,1866600,899212,1490265,2024-12-31 23:59:58.340599203,1,98.49,0.35,23.38,Electronics
1292430,1588034,366611,1251627,1101857,2024-12-09 16:42:34.484462780,1,26.95,0.35,22.32,Home
464277,1854898,1147594,71502,1674329,2024-12-31 23:59:58.596511411,1,58.95,0.35,30.25,Grocery
1541282,1114532,1056438,1304065,1941627,2024-12-09 16:43:07.932911839,1,104.19,0.35,97.27,Apparel
1544921,303447,472586,498221,1593782,2024-12-31 23:59:58.141116156,1,9.0,0.35,24.46,Home
1903156,1825599,1731565,1115080,73851,2024-12-09 16:48:57.674747204,1,28.49,0.35,31.87,Electronics
466874,1252070,418591,1019997,940944,2024-12-09 16:52:11.645818601,1,51.99,0.35,34.18,Electronics
878733,1280974,460580,1125535,1593782,2024-12-31 14:42:37.465332869,1,13.0,0.35,70.41,Grocery
37218,1615949,1040071,1854207,376185,2024-12-31 23:59:58.244575322,2,34.95,0.35,40.85,Electronics
1791184,1679912,688004,1545914,350593,2024-12-09 17:02:50.828531967,1,54.86,0.35,94.86,Electronics
954387,832985,176538,1960637,905509,2024-12-09 17:04:09.342710909,1,53.99,0.35,44.46,Electronics
449503,957106,1187377,1596653,1006546,2024-12-09 17:05:56.704257015,8,114.99,0.35,18.82,Home
988631,307227,1945366,733952,148029,2024-12-09 17:08:04.462144525,1,5.0,0.35,12.86,Grocery
1208266,748358,602693,1067855,270057,2024-12-09 17:08:51.238681092,1,91.99,0.35,81.41,Electronics
663099,1935904,1510799,1110810,1069986,2024-12-31 23:59:58.547164837,1,12.99,0.35,72.81,Home
143691,1503343,176538,959469,1154336,2024-12-31 23:59:58.813111350,2,35.99,0.35,21.77,Electronics
463380,1084283,224745,1006089,1902535,2024-12-31 23:59:58.974497523,1,20.04,0.35,98.46,Electronics
1953455,831831,1998703,312454,126408,2024-12-09 17:11:33.691977574,1,5.99,0.35,32.71,Electronics
1466723,173917,432513,748438,1285520,2024-12-09 17:12:33.398762180,2,139.0,0.35,19.47,Home
62332,135480,900178,1290362,270057,2024-12-09 17:14:05.120379677,1,61.76,0.35,6.72,Electronics
1504100,1697923,269358,614012,126408,2024-12-31 23:59:58.790195655,2,16.99,0.35,45.29,Grocery
434570,1716126,412779,798328,172884,2024-12-31 23:59:58.861334371,1,185.75,0.35,9.84,Electronics
1440433,1238410,1709098,1641356,337488,2024-12-31 23:59:58.313111580,3,79.99,0.35,28.66,Electronics
1826436,1304196,1856529,1338549,148029,2024-12-31 23:59:58.469599459,1,6.49,0.35,6.86,Electronics
35714,1429673,935560,1756730,810646,2024-12-31 23:59:58.805304214,1,33.97,0.35,18.8,Apparel
984660,265621,1334314,1257315,73851,2024-12-09 17:35:22.198191237,2,98.99,0.35,21.85,Home
208186,305437,1668290,1163548,621805,2024-12-31 23:59:58.460461714,1,193.99,0.35,83.44,Home
1107980,1343033,611102,1293821,810646,2024-12-09 17:38:08.918210330,3,35.0,0.35,100.83,Electronics
1973130,175225,1818404,863989,940944,2024-12-31 23:59:58.016625195,3,16.99,0.35,39.65,Grocery
1231279,1685315,727086,1329314,1941627,2024-12-31 23:59:58.004195623,1,79.99,0.35,44.22,Electronics
1410069,251253,84906,150986,337488,2024-12-31 23:59:58.293696649,1,5.52,0.35,65.08,Home
1594619,1981904,1866009,596038,148029,2024-12-09 17:49:22.519911052,2,5.0,0.35,11.78,Apparel
90641,993622,652574,390138,1490265,2024-12-31 23:59:58.254010767,2,24.99,0.35,56.64,Electronics
911462,711463,821717,1150107,1620827,2024-12-09 17:53:41.766375633,1,24.95,0.35,31.89,Electronics
1756052,980903,1411695,124,905509,2024-12-31 23:59:58.262324113,1,52.49,0.35,17.25,Home
653310,212573,502131,1547691,376185,2024-12-09 17:59:56.381713548,1,5.99,0.35,62.05,Electronics
12539,1326276,1852392,1992506,1674329,2024-12-31 23:59:58.178858649,2,20.0,0.35,33.99,Grocery
1546882,483743,1432975,1303845,403604,2024-12-31 23:59:58.960719638,8,105.95,0.35,48.2,Grocery
738415,169217,409967,1249031,940944,2024-12-09 18:02:19.828666595,1,28.49,0.35,37.63,Apparel
1863267,1668220,268315,16588,367321,2024-12-09 18:02:36.212837628,1,25.51,0.35,7.9,Apparel
318305,1644618,621476,257938,517079,2024-12-31 23:59:58.569773205,3,32.0,0.35,48.33,Home
42628,67269,674064,376045,461762,2024-12-09 18:06:17.008533247,8,70.49,0.35,19.18,Grocery
527840,1363829,268062,290604,376185,2024-12-09 18:10:06.346491873,2,27.63,0.35,85.49,Electronics
30083,449635,1817586,119655,994493,2024-12-31 23:59:58.043364893,1,28.95,0.35,62.02,Electronics
241341,1793061,1749621,1157880,73851,2024-12-31 23:59:58.901703094,6,25.0,0.35,62.24,Apparel
1544765,393292,1147594,251534,270057,2024-12-31 23:59:58.174081344,1,37.99,0.35,21.91,Electronics
395120,407849,17620,939748,517079,2024-12-31 23:59:58.949744576,2,149.99,0.35,41.06,Home
648211,319391,654928,498221,367321,2024-12-31 23:59:58.275696110,1,5.95,0.35,74.83,Apparel
976576,1001012,606611,1744450,1490265,2024-12-09 18:25:47.986360513,1,266.99,0.35,21.42,Electronics
409656,1916851,1558021,1955816,270057,2024-12-09 18:26:22.897444302,4,63.66,0.35,56.93,Electronics
1245608,60872,875963,1588628,148029,2024-12-09 18:26:57.709550137,2,159.52,0.35,240.26,Electronics
1793759,1236837,1526704,242089,461762,2024-12-31 23:59:58.841866681,2,11.49,0.35,257.44,Grocery
1517118,787792,721734,1211625,905509,2024-12-31 23:59:58.148397101,1,37.99,0.35,28.93,Home
1862727,1825577,982932,1510260,905509,2024-12-31 23:59:58.721150428,1,39.0,0.35,77.12,Electronics
662591,1227319,93692,1237017,376185,2024-12-09 18:35:01.386206601,4,5.0,0.35,78.75,Electronics
170922,982795,995944,449619,1674329,2024-12-31 23:59:58.128897231,2,74.99,0.35,57.61,Electronics
83517,882959,502131,232593,172884,2024-12-31 23:59:58.804946631,4,101.99,0.35,82.97,Apparel
1247144,429385,1650894,533226,126408,2024-12-31 23:59:58.828508112,8,54.99,0.35,40.6,Apparel
1246773,130239,546333,646547,1006546,2024-12-09 18:51:46.112182087,1,60.99,0.35,80.25,Home
1286473,677375,680417,1753171,1438063,2024-12-09 18:55:04.825170783,8,11.0,0.35,67.52,Electronics
1327110,327493,770439,1350108,1438063,2024-12-31 23:59:58.957563236,1,86.16,0.35,33.29,Electronics
286921,421973,1829600,1235922,1936047,2024-12-09 18:55:49.889274585,1,34.95,0.35,42.53,Grocery
862100,1285001,1697213,929016,621805,2024-12-09 19:04:10.152552478,1,10.99,0.35,42.66,Electronics
1268182,712223,1599751,375902,1771932,2024-12-09 19:04:24.807139595,1,68.99,0.35,200.39,Electronics
982693,1025809,257462,1620312,367321,2024-12-09 19:06:44.779196905,1,6.99,0.35,144.25,Home
773814,877877,1716283,1669761,866773,2024-12-31 23:59:58.082917542,1,12.0,0.35,43.06,Grocery
576558,1001012,735350,639453,270057,2024-12-09 19:17:25.311839237,1,12.99,0.35,36.84,Grocery
108806,570593,900178,1773432,73851,2024-12-09 19:19:14.325468663,1,7.99,0.35,22.56,Electronics
1786230,744757,804833,1101883,352900,2024-12-09 19:19:29.356271197,1,5.0,0.35,81.43,Home
805402,1947178,1078107,335882,740545,2024-12-09 19:23:11.741008741,1,17.49,0.35,150.64,Home
989869,1128115,1304912,325073,350593,2024-12-31 23:59:58.721119358,8,5.0,0.35,52.84,Electronics
1139115,1785143,706872,927106,1936047,2024-12-31 23:59:58.646676317,1,69.0,0.35,47.51,Electronics
381729,865897,1404443,495473,403604,2024-12-31 23:59:58.486268707,1,22.0,0.35,105.03,Electronics
1772995,1026633,1673996,444571,1490265,2024-12-31 23:59:58.412198566,1,81.49,0.35,31.27,Apparel
1226784,1358529,821717,290019,461762,2024-12-09 19:34:20.216214925,3,142.12,0.35,16.71,Grocery
99172,743683,1317246,1992862,350593,2024-12-31 23:59:58.998332786,1,28.0,0.35,177.25,Grocery
237254,413182,1290127,467511,461762,2024-12-09 19:40:56.142144751,1,16.99,0.35,3.62,Grocery
976954,175656,935560,1926420,1438063,2024-12-31 23:59:58.032022870,1,94.11,0.35,88.74,Electronics
1071123,998412,463699,400010,403604,2024-12-31 23:59:58.228295986,2,82.07,0.35,98.53,Electronics
1637705,1363829,556121,876244,376185,2024-12-09 19:49:32.906084382,3,148.0,0.35,49.48,Electronics
709724,59133,795963,890785,403604,2024-12-31 23:59:58.111659024,3,5.0,0.35,46.95,Electronics
359395,642116,884953,319043,1285520,2024-12-31 23:59:58.730681428,2,61.0,0.35,87.54,Grocery
417585,100204,1056914,696966,517079,2024-12-09 20:00:21.245854612,1,88.99,0.35,47.95,Electronics
1038701,1548443,1210836,1182521,1006546,2024-12-31 23:59:58.393322222,2,74.99,0.35,111.6,Electronics
1589911,788563,64040,827261,97416,2024-12-09 20:04:50.548845200,3,12.0,0.35,43.45,Home
235204,1368232,1166199,1690251,1438063,2024-12-09 20:05:41.971169590,1,111.99,0.35,53.85,Electronics
1632447,1956527,733795,217741,1936047,2024-12-31 23:59:58.348847340,1,7.99,0.35,20.5,Electronics
719128,1531842,1965766,1525992,352900,2024-12-31 23:59:58.252347471,1,12.99,0.35,134.98,Apparel
9334,1187009,323906,364959,1593782,2024-12-31 23:59:58.206383676,3,37.99,0.35,62.08,Apparel
1180550,231820,1697213,304955,1941627,2024-12-09 20:11:44.658759737,3,70.99,0.35,70.9,Home
906712,1776095,673256,46705,1438063,2024-12-19 15:21:24.783183354,1,66.99,0.35,43.3,Apparel
95003,1508461,1745132,1632035,97416,2024-12-31 23:59:58.150086016,2,69.91,0.35,58.53,Grocery
181455,672456,1497432,167248,1199261,2024-12-31 23:59:58.979476368,1,50.22,0.35,53.16,Grocery
228049,1644199,1947843,41611,350593,2024-12-09 20:19:06.169558994,1,35.49,0.35,74.39,Home
714523,1206403,744552,397299,1902535,2024-12-09 20:22:47.751657160,1,13.95,0.35,17.4,Electronics
131429,338480,1817586,1427303,1593782,2024-12-31 23:59:58.106932788,1,188.99,0.35,81.36,Home
246804,1604509,90921,841150,1285520,2024-12-31 23:59:58.906165261,2,27.49,0.35,15.84,Electronics
674433,1322677,1334314,1120715,1101857,2024-12-31 23:59:58.830679177,1,17.0,0.35,92.91,Electronics
324788,1485223,1872553,1758548,1708860,2024-12-09 20:34:37.657221299,1,58.86,0.35,40.87,Electronics
1059200,67269,1693882,489041,148029,2024-12-09 20:38:17.253914566,1,64.99,0.35,117.55,Electronics
1787131,1549214,1509815,1620312,810646,2024-12-09 20:38:24.168242090,1,9.99,0.35,20.93,Grocery
1713985,1958000,528381,1434494,940944,2024-12-09 20:38:36.644155572,1,25.74,0.35,89.02,Electronics
1413505,768393,511724,1668985,73851,2024-12-09 20:40:03.394635407,1,14.99,0.35,36.76,Electronics
1901544,1024452,546681,84479,1006546,2024-12-09 20:44:44.444251202,1,325.85,0.35,147.86,Home
1541281,1084283,103825,1265379,709137,2024-12-31 23:59:58.052383618,1,80.49,0.35,24.8,Electronics
366491,1773801,1817693,3579,1069986,2024-12-10 21:05:49.902926132,1,287.99,0.35,106.26,Electronics
22094,431232,1816843,1005139,905509,2024-12-31 23:59:58.188138782,1,39.99,0.35,95.85,Grocery
36786,745637,1792196,1638686,352900,2024-12-09 20:58:48.523180492,8,417.99,0.35,114.38,Grocery
853778,743683,596569,1809228,905509,2024-12-31 23:59:58.925162054,1,8.0,0.35,182.69,Home
1213536,793591,1538188,319292,905509,2024-12-09 21:02:20.408164452,1,148.13,0.35,58.16,Electronics
1081968,379324,533552,1826301,994493,2024-12-09 21:03:00.869724198,2,282.99,0.35,68.87,Apparel
638353,170420,1928556,1471691,73851,2024-12-31 23:59:58.778506754,1,123.99,0.35,89.84,Home
644579,1119328,1210836,416590,403604,2024-12-09 21:04:20.673500774,8,7.49,0.35,37.17,Grocery
810265,619602,316571,867409,1199261,2024-12-31 23:59:58.282309898,1,7.99,0.35,151.46,Apparel
677466,571985,224745,1143052,1058090,2024-12-09 21:05:55.848095404,1,131.99,0.35,21.34,Electronics
1997216,330504,454946,270556,940944,2024-12-09 21:11:00.317311047,1,96.37,0.35,91.75,Electronics
1675634,492187,721734,816702,1199261,2024-12-09 21:11:24.505001749,1,19.49,0.35,39.2,Electronics
1084685,1026633,944974,495681,709137,2024-12-31 23:59:58.445406737,1,110.99,0.35,55.37,Electronics
1719545,1025809,20469,493431,1708860,2024-12-09 21:12:26.032575775,1,28.99,0.35,53.5,Home
1101723,379324,93692,980703,1902535,2024-12-09 21:13:07.741642399,1,224.99,0.35,67.24,Electronics
294522,1710949,875963,1968052,994493,2024-12-31 23:59:58.435409726,1,5.0,0.35,24.3,Grocery
1937866,1189929,415183,1153619,172884,2024-12-31 23:59:58.816374343,1,47.99,0.35,119.78,Home
1482887,1754722,1675384,129717,1058090,2024-12-26 16:44:57.082187825,1,57.99,0.35,19.35,Electronics
1729425,832196,680417,1859421,1708860,2024-12-09 21:15:14.731339960,3,239.0,0.35,33.89,Home
1788625,662335,884953,1082198,126408,2024-12-31 23:59:58.045405487,3,451.49,0.35,79.02,Electronics
261366,1131243,1305104,744280,1069986,2024-12-31 23:59:58.913381918,1,104.99,0.35,89.94,Electronics
1161258,1736757,1290077,1065407,810646,2024-12-09 21:18:47.046795187,1,17.99,0.35,59.08,Apparel
1553548,275589,1534161,543612,621805,2024-12-31 23:59:58.596108643,1,8.95,0.35,16.94,Home
17549,403359,1471215,284117,1069986,2024-12-09 21:25:59.824695400,1,5.0,0.35,134.72,Home
1779296,1627557,1748858,1041364,1708860,2024-12-27 22:00:10.488015185,1,42.0,0.35,105.64,Electronics
269550,1131243,1510799,1326776,1285520,2024-12-31 23:59:58.147535825,2,486.99,0.35,14.08,Apparel
412639,460501,768150,1897094,1593782,2024-12-09 21:31:18.001062766,1,34.99,0.35,42.56,Apparel
868530,1572069,1268389,363984,1941627,2024-12-09 21:33:24.297542907,1,98.99,0.35,42.31,Electronics
810110,1342358,1789141,1295850,994493,2024-12-31 23:59:58.233020792,2,199.49,0.35,72.4,Electronics
979631,169217,1304912,186778,1593782,2024-12-09 21:43:03.486709704,1,8.99,0.35,43.98,Grocery
1435389,333227,1064709,1631818,1620827,2024-12-31 23:59:58.868936362,7,73.73,0.35,35.82,Home
1198863,1650656,1928556,1836826,1154336,2024-12-09 21:49:14.414521524,1,53.0,0.35,34.4,Home
1819529,1162364,648278,1958665,367321,2024-12-09 21:49:42.802395189,1,62.99,0.35,48.64,Apparel
1402518,616105,139096,1309993,1708860,2024-12-31 23:59:58.979463788,1,51.91,0.35,48.15,Home
558414,1685315,323906,168596,367321,2024-12-31 23:59:58.121637662,8,24.99,0.35,56.99,Electronics
1991825,1612076,1870340,827261,517079,2024-12-31 23:59:58.610438744,8,110.99,0.35,84.23,Grocery
378295,1677578,1522268,939748,337488,2024-12-31 23:59:58.002564967,2,65.73,0.35,22.92,Home
935345,1969492,1952087,1427303,1902535,2024-12-31 23:59:58.790938097,8,76.95,0.35,13.97,Home
1375731,1569286,654928,1020475,97416,2024-12-09 22:00:57.582752194,2,262.99,0.35,46.46,Home
73527,1035646,1404443,615900,352900,2024-12-31 23:59:58.384725454,2,6.0,0.35,104.48,Grocery
502232,1417838,1064709,290604,148029,2024-12-31 23:59:58.589425328,1,153.99,0.35,17.45,Apparel
592022,248714,884902,1466506,866773,2024-12-31 23:59:58.235569993,5,14.95,0.35,121.76,Electronics
614305,1614438,1524042,18341,1771932,2024-12-09 22:09:43.532710770,1,5.0,0.35,2.32,Electronics
1920077,121860,1607415,858958,461762,2024-12-31 23:59:58.818974464,3,30.99,0.35,10.16,Electronics
844308,1549214,722367,83272,126408,2024-12-09 22:16:22.791196634,5,12.1,0.35,27.23,Home
1251375,1374028,1625726,685118,905509,2024-12-31 23:59:58.095613367,2,33.0,0.35,72.39,Electronics
1835919,1236523,1697213,1757580,337488,2024-12-20 09:03:41.873623458,8,32.0,0.35,1.47,Home
1839549,367873,1378478,1735007,376185,2024-12-09 22:28:29.248259145,1,19.0,0.35,60.22,Home
1650763,1317006,263064,247591,621805,2024-12-31 23:59:58.015425607,3,6.9,0.35,47.34,Electronics
1729483,1201071,555423,911891,350593,2024-12-31 23:59:58.040017550,6,5.0,0.35,13.32,Home
1036394,238257,477497,1854207,1438063,2024-12-09 22:32:08.175560818,1,37.99,0.35,60.29,Electronics
1766088,1947178,1831811,447655,1771932,2024-12-09 22:33:27.143725870,1,9.0,0.35,26.18,Grocery
69167,1291792,875963,66101,1199261,2024-12-09 22:33:40.061304299,1,12.99,0.35,112.51,Electronics
801185,691965,1817586,1596222,1006546,2024-12-09 22:39:28.510387253,1,68.49,0.35,53.22,Apparel
213583,260608,1387822,171283,1902535,2024-12-31 23:59:58.386707645,8,19.0,0.35,63.14,Electronics
707674,1877880,1965766,695866,148029,2024-12-31 23:59:58.958168189,3,5.0,0.35,39.62,Grocery
423985,1142506,688004,1265379,994493,2024-12-31 23:59:58.472506111,1,5.0,0.35,80.09,Home
702799,925657,1064023,1234854,403604,2024-12-09 22:43:03.677654552,1,26.99,0.35,1.85,Home
1038249,672456,1745132,1788019,621805,2024-12-31 23:59:58.504888590,1,53.99,0.35,42.59,Home
234999,170420,20469,1896285,367321,2024-12-31 23:59:58.857261347,2,18.0,0.35,82.92,Electronics
982051,1751524,1872553,312454,1902535,2024-12-09 22:47:10.660834771,7,227.0,0.35,24.61,Home
1762911,120916,1274875,1178883,1006546,2024-12-09 22:54:46.330989838,8,13.0,0.35,14.48,Grocery
1853823,410382,721734,911891,1771932,2024-12-31 23:59:58.914003133,2,53.99,0.35,25.53,Electronics
611190,1247396,502131,1444573,994493,2024-12-09 22:58:49.687786148,4,104.99,0.35,16.15,Electronics
972299,1364120,750370,168929,352900,2024-12-31 23:59:58.039941753,1,34.0,0.35,87.12,Home
1928526,431232,283800,203098,866773,2024-12-31 23:59:58.274102227,1,115.99,0.35,86.17,Apparel
